antichain	antichain-replacements	capacity-drops	cohort	empty-skipped	exact-duplicates	explained	explanation-ns	hit-accepted	hit-delay-queries	hit-event-count	hit-rejected	log	lookup-ns	max-hit-delay	max-hit-events	max-size	min-hit-delay	min-hit-events	min-size	minimization-evals	minimization-ns	minimized-literals	model	negative-skipped	queries	raw-literals	rejected	replay-failures	simulated-hits	subsumed	unique	violations
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.13-privatized_19-publish-precision_unknown_1_pos.yml.log	112	0	0	0	0	0	0	0	0	0	sc	0	1	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.13-privatized_19-publish-precision_unknown_1_neg.yml.log	0	0	0	0	0	0	0	0	0	0	sc	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.13-privatized_19-publish-precision_unknown_2_neg.yml.log	128	0	0	0	0	0	0	0	0	0	sc	0	1	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.13-privatized_19-publish-precision_unknown_2_pos.yml.log	0	0	0	0	0	0	0	0	0	0	sc	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml.log	311	0	0	0	0	0	0	0	0	0	sc	0	4	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.13-privatized_33-traces-v-matters_true.yml.log	282	0	0	0	0	0	0	0	0	0	sc	0	4	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.13-privatized_42-traces-ex-mini_true.yml.log	248	0	0	0	0	0	0	0	0	0	sc	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.13-privatized_01-priv_nr_true.yml.log	260	0	0	0	0	0	0	0	0	0	sc	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.13-privatized_19-publish-precision_true.yml.log	411	0	0	0	0	0	0	0	0	0	sc	0	6	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.13-privatized_25-struct_nr_true.yml.log	278	0	0	0	0	0	0	0	0	0	sc	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.13-privatized_69-refine-protected-loop-interval_true.yml.log	0	0	0	0	0	0	0	0	0	0	sc	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.36-apron_17-traces-rpb-litmus_unknown_1_neg.yml.log	0	0	0	0	0	0	0	0	0	0	sc	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.13-privatized_31-traces-mine-vs-mutex_true.yml.log	686	0	0	0	0	0	0	0	0	0	sc	0	9	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.13-privatized_30-traces-oplus-vs-meet_true.yml.log	338	0	0	0	0	0	0	0	0	0	sc	0	5	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.13-privatized_20-publish-regression_true.yml.log	298	0	0	0	0	0	0	0	0	0	sc	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml.log	335	0	0	0	0	0	0	0	0	0	sc	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml.log	472	0	0	0	0	0	0	0	0	0	sc	0	8	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml.log	0	0	0	0	0	0	0	0	0	0	sc	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.13-privatized_24-multiple-protecting_true.yml.log	950	0	0	0	0	0	0	0	0	0	sc	0	18	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.13-privatized_29-multiple-protecting2-vesal_true.yml.log	453	0	0	0	0	0	0	0	0	0	sc	0	9	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.36-apron_21-traces-cluster-based_true.yml.log	813	0	0	0	0	0	0	0	0	0	sc	0	18	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml.log	0	0	0	0	0	0	0	0	0	0	sc	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.13-privatized_27-multiple-protecting2_true.yml.log	2602	0	0	0	0	0	0	0	0	0	sc	0	54	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.14_spin2003.yml.log	0	0	0	0	0	0	0	0	0	0	sc	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.29_conditionals_vs.yml.log	0	0	0	0	0	0	0	0	0	0	sc	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.48_ticket_lock_low_contention_vs-pthread.yml.log	0	0	0	0	0	0	0	0	0	0	sc	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.46_monabsex2_vs.yml.log	0	0	0	0	0	0	0	0	0	0	sc	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.stateful01-1.yml.log	251	0	0	0	0	0	0	0	0	0	sc	0	2	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.stateful01-2.yml.log	556	0	0	0	0	0	0	0	0	0	sc	0	9	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.45_monabsex1_vs.yml.log	0	0	0	0	0	0	0	0	0	0	sc	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.time_var_mutex.yml.log	311	0	0	0	0	0	0	0	0	0	sc	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.01b_inc.yml.log	0	0	0	0	0	0	0	0	0	0	sc	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.02_inc_cas.yml.log	0	0	0	0	0	0	0	0	0	0	sc	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.48_ticket_lock_low_contention_vs.yml.log	0	0	0	0	0	0	0	0	0	0	sc	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.28-race_reach_45-escape_racing.yml.log	93	0	0	0	0	0	0	0	0	0	sc	0	1	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.28-race_reach_46-escape_racefree.yml.log	246	0	0	0	0	0	0	0	0	0	sc	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.circular_buffer_bad.yml.log	409	0	0	0	0	0	0	0	0	0	sc	0	7	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.lazy01.yml.log	223	0	0	0	0	0	0	0	0	0	sc	0	4	0	0	0	0	0	0	0
4	0	0	formal-96	0	8	12	7691290	0	50	216	9	caat-sc.census.szymanski.yml.log	10468	15	29	4	2	22	4	60	611740	48	sc	0	31	48	12	0	9	0	4	12
1	0	0	formal-96	0	0	1	1257812	0	0	0	0	caat-sc.census.dekker-unfair.yml.log	1545	0	0	4	0	0	4	5	56972	4	sc	0	7	4	1	0	0	0	1	1
1	0	0	formal-96	0	0	1	1252262	0	0	0	0	caat-sc.census.dekker.yml.log	1273	0	0	4	0	0	4	5	57145	4	sc	0	7	4	1	0	0	0	1	1
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.unwind3-1.yml.log	89	0	0	0	0	0	0	0	0	0	sc	0	1	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.exponential-nondet.yml.log	0	0	0	0	0	0	0	0	0	0	sc	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.unwind2-100.yml.log	0	0	0	0	0	0	0	0	0	0	sc	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.unwind2-1.yml.log	0	0	0	0	0	0	0	0	0	0	sc	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.43_NetBSD_sysmon_power_sliced.yml.log	0	0	0	0	0	0	0	0	0	0	sc	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.queue_ok.yml.log	228	0	0	0	0	0	0	0	0	0	sc	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.singleton.yml.log	263	0	0	0	0	0	0	0	0	0	sc	0	5	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.queue.yml.log	1126	0	0	0	0	0	0	0	0	0	sc	0	20	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.singleton_with-uninit-problems.yml.log	452	0	0	0	0	0	0	0	0	0	sc	0	9	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.pthread-demo-datarace-3.yml.log	2117	0	0	0	0	0	0	0	0	0	sc	0	40	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.reorder_2.yml.log	12899	0	0	0	0	0	0	0	0	0	sc	0	322	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.twostage_3.yml.log	1008	0	0	0	0	0	0	0	0	0	sc	0	20	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.race-1_1-join.yml.log	0	0	0	0	0	0	0	0	0	0	sc	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.race-1_3-join.yml.log	88	0	0	0	0	0	0	0	0	0	sc	0	1	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.race-1_2-join.yml.log	85	0	0	0	0	0	0	0	0	0	sc	0	1	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.race-4_1-thread_local_vars.yml.log	0	0	0	0	0	0	0	0	0	0	sc	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.race-2_1-container_of.yml.log	0	0	0	0	0	0	0	0	0	0	sc	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.race-3_1-container_of-global.yml.log	0	0	0	0	0	0	0	0	0	0	sc	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.triangular-2.yml.log	261592	0	0	0	0	0	0	0	0	0	sc	0	7732	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.fib_unsafe-5.yml.log	46300	0	0	0	0	0	0	0	0	0	sc	0	1405	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.queue_ok_longer.yml.log	361	0	0	0	0	0	0	0	0	0	sc	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.28-race_reach_21-deref_read_racing.yml.log	0	0	0	0	0	0	0	0	0	0	sc	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.circular_buffer_ok.yml.log	163274	0	0	0	0	0	0	0	0	0	sc	0	5148	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.fib_safe-5.yml.log	167200	0	0	0	0	0	0	0	0	0	sc	0	5163	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.triangular-1.yml.log	990553	0	0	0	0	0	0	0	0	0	sc	0	32277	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.fib_unsafe-6.yml.log	216744	0	0	0	0	0	0	0	0	0	sc	0	6177	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.queue_ok_longest.yml.log	437	0	0	0	0	0	0	0	0	0	sc	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.fib_safe-6.yml.log	1142281	0	0	0	0	0	0	0	0	0	sc	0	21777	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.fib_unsafe-7.yml.log	1055569	0	0	0	0	0	0	0	0	0	sc	0	26672	0	0	0	0	0	0	0
10	0	0	formal-96	0	4489	4499	20961945414	0	63191948	259117	4493	caat-sc.census.butterfly.yml.log	14550898	32732	58	6	1	37	4	24402	385391215	19903	sc	0	32768	19903	4499	0	4493	0	10	4499
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-sc.census.queue_longer.yml.log	26331	0	0	0	0	0	0	0	0	0	sc	0	256	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-sc.census-timeout-oom.rwlock.yml.log	179	0	0	0	0	0	0	0	0	0	sc	0	2	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-sc.census-timeout-oom.rec_ticketlock.yml.log	231	0	0	0	0	0	0	0	0	0	sc	0	4	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-sc.census-timeout-oom.ticketlock.yml.log	170	0	0	0	0	0	0	0	0	0	sc	0	2	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-sc.census-timeout-oom.ttaslock.yml.log	229	0	0	0	0	0	0	0	0	0	sc	0	2	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-sc.census-timeout-oom.mix001.oepc.yml.log	1281186	0	0	0	0	0	0	0	0	0	sc	0	32768	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-sc.census-timeout-oom.mix008_tso.oepc.yml.log	865622	0	0	0	0	0	0	0	0	0	sc	0	16384	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-sc.census-timeout-oom.mix018_power.oepc_pso.oepc_rmo.oepc.yml.log	1570932	0	0	0	0	0	0	0	0	0	sc	0	32768	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-sc.census-timeout-oom.mix027_tso.yml.log	2549125	0	0	0	0	0	0	0	0	0	sc	0	65536	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-sc.census-timeout-oom.mix036_pso.opt_tso.opt.yml.log	2373933	0	0	0	0	0	0	0	0	0	sc	0	65536	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-sc.census-timeout-oom.mix045_power.oepc_pso.oepc_rmo.oepc.yml.log	2331486	0	0	0	0	0	0	0	0	0	sc	0	65536	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-sc.census-timeout-oom.mix056_power.opt_pso.opt_rmo.opt_tso.oepc_tso.opt.yml.log	4376021	0	0	0	0	0	0	0	0	0	sc	0	131072	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-sc.census-timeout-oom.safe007_pso.oepc_pso.opt_tso.oepc_tso.opt-thin001_pso.oepc_pso.opt_tso.oepc_tso.opt.yml.log	8279406	0	0	0	0	0	0	0	0	0	sc	0	262144	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-sc.census-timeout-oom.safe016_rmo.opt.yml.log	2536373	0	0	0	0	0	0	0	0	0	sc	0	65536	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-sc.census-timeout-oom.safe027_power.opt.yml.log	1401481	0	0	0	0	0	0	0	0	0	sc	0	32768	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-sc.census-timeout-oom.fib_safe-10.yml.log	1057384	0	0	0	0	0	0	0	0	0	sc	0	16384	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-sc.census-timeout-oom.fib_safe-7.yml.log	1356895	0	0	0	0	0	0	0	0	0	sc	0	32768	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-sc.census-timeout-oom.fib_unsafe-12.yml.log	945029	0	0	0	0	0	0	0	0	0	sc	0	16384	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-sc.census-timeout-oom.stack_longest-1.yml.log	49123	0	0	0	0	0	0	0	0	0	sc	0	512	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-sc.census-timeout-oom.triangular-longer-2.yml.log	4212015	0	0	0	0	0	0	0	0	0	sc	0	131072	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-sc.census-timeout-oom.exponential-4.yml.log	13851354	0	0	0	0	0	0	0	0	0	sc	0	524288	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-sc.census-timeout-oom.exponential-64.yml.log	40666	0	0	0	0	0	0	0	0	0	sc	0	512	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-sc.census-timeout-oom.13-privatized_04-priv_multi_true.yml.log	20567	0	0	0	0	0	0	0	0	0	sc	0	256	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-sc.census-timeout-oom.pthread-demo-datarace-1.yml.log	1096091	0	0	0	0	0	0	0	0	0	sc	0	32768	0	0	0	0	0	0	0
51	0	0	timeout-oom-60	0	207	258	42947061548	0	851903	44649	207	caat-sc.census-timeout-oom.safestack_relacy.yml.log	14580042	15515	221	4	66	190	4	1290	148295109	1032	sc	0	16384	1032	258	0	207	0	51	258
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.36-apron_41-threadenter-no-locals_unknown_1_pos.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_57-singlethreaded-unlock_true.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_66-mine-W-init_true.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.36-apron_16-traces-unprot2_true.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_47-refine-protected2_true.yml.log	241	0	0	0	0	0	0	0	0	0	tso	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_46-refine-protected1_true.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.36-apron_11-traces-max-simple_true.yml.log	223	0	0	0	0	0	0	0	0	0	tso	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_41-traces-ex-7_unknown_1_pos.yml.log	136	0	0	0	0	0	0	0	0	0	tso	0	1	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_41-traces-ex-7_unknown_1_neg.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_40-traces-ex-6_true.yml.log	262	0	0	0	0	0	0	0	0	0	tso	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_58-singlethreaded-lock_true.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_44-traces-mine2_true.yml.log	171	0	0	0	0	0	0	0	0	0	tso	0	1	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_18-first-reads_unknown_2_pos.yml.log	133	0	0	0	0	0	0	0	0	0	tso	0	1	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_18-first-reads_unknown_1_neg.yml.log	220	0	0	0	0	0	0	0	0	0	tso	0	1	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_36-traces-ex-3_true.yml.log	349	0	0	0	0	0	0	0	0	0	tso	0	6	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_18-first-reads_true.yml.log	235	0	0	0	0	0	0	0	0	0	tso	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_35-traces-ex-2_true.yml.log	250	0	0	0	0	0	0	0	0	0	tso	0	5	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_37-traces-ex-4_true.yml.log	216	0	0	0	0	0	0	0	0	0	tso	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_38-traces-ex-4-switch_true.yml.log	341	0	0	0	0	0	0	0	0	0	tso	0	5	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_19-publish-precision_unknown_2_neg.yml.log	134	0	0	0	0	0	0	0	0	0	tso	0	1	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_19-publish-precision_unknown_1_pos.yml.log	130	0	0	0	0	0	0	0	0	0	tso	0	1	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_19-publish-precision_unknown_2_pos.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
