tool		GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)
pthread-wmm/rfi000_power.opt_pso.opt_rmo.opt.yml	false	false(unreach-call)	correct	1.256247139	1.2612782149954	26.456064		TIMEOUT	error	61.011306426	61.029070323013	344.227840	cputime
pthread-wmm/rfi001_power.oepc_pso.oepc_rmo.oepc.yml	false	false(unreach-call)	correct	0.217470631	0.22289123400696553	26.357760		TIMEOUT	error	61.011867245	61.02257697099412	206.503936	cputime
pthread-wmm/mix041_power.opt_pso.opt_rmo.opt_tso.oepc_tso.opt.yml	false	false(unreach-call)	correct	1.281580161	1.2879826499993214	26.374144		TIMEOUT	error	61.014991095	61.02459583099699	349.241344	cputime
pthread-wmm/mix012_power.oepc_power.opt_pso.oepc_rmo.oepc_rmo.opt_tso.oepc.yml	false	false(unreach-call)	correct	0.160313746	0.1636301060061669	26.345472		TIMEOUT	error	61.01596459	61.035435572004644	357.273600	cputime
pthread-wmm/mix034_power.oepc_power.opt_pso.oepc_rmo.oepc_rmo.opt_tso.oepc.yml	false	false(unreach-call)	correct	0.216509437	0.22166499400918838	26.345472		TIMEOUT	error	61.012903869	61.033136526006274	201.592832	cputime
pthread-wmm/safe030_power.oepc_pso.oepc_rmo.oepc.yml	false	false(unreach-call)	correct	8.521797316	8.546585727992351	26.484736		TIMEOUT	error	61.018956062	61.03441308399488	346.357760	cputime
pthread-wmm/mix056_power.oepc_pso.oepc_rmo.oepc.yml	false	false(unreach-call)	correct	10.700212397	10.707847191006294	26.480640		TIMEOUT	error	60.851645381	61.02465543700964	219.140096	cputime
pthread-wmm/safe021_power.oepc_pso.oepc_rmo.oepc_rmo.opt.yml	false	false(unreach-call)	correct	11.020668221	11.028203822002979	26.488832		TIMEOUT	error	61.001150762	61.020898642003885	223.924224	cputime
pthread-wmm/safe008_power.oepc_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	false	false(unreach-call)	correct	8.860432282	8.900510441002552	26.480640		TIMEOUT	error	61.022636634	61.031512861998635	360.542208	cputime
pthread-wmm/mix028_power.oepc_pso.oepc_rmo.oepc.yml	false	false(unreach-call)	correct	23.955836523	24.008146975000273	26.394624		TIMEOUT	error	61.024852816	61.03426238099928	359.727104	cputime
pthread-wmm/mix045_power.oepc_pso.oepc_rmo.oepc.yml	false	false(unreach-call)	correct	48.280805405	48.29533678700682	26.443776		TIMEOUT	error	61.02428733	61.035490143010975	356.737024	cputime
pthread-wmm/mix042.oepc.yml	false	false(unreach-call)	correct	49.318891639	49.34054559699143	26.423296		TIMEOUT	error	61.019197684	61.028866542998	372.555776	cputime
pthread-wmm/mix006_power.oepc_pso.oepc_rmo.oepc.yml	false	TIMEOUT	error	61.002954425	61.014630525998655	26.484736	cputime	ABORTED	error	0.100794745	0.2448341050039744	32.014336	
pthread-wmm/mix012_pso.opt_tso.opt.yml	false	false(unreach-call)	correct	0.960603216	0.968533793988172	26.488832		TIMEOUT	error	61.025007626	61.032931468012976	349.417472	cputime
pthread-wmm/rfi010.yml	false	false(unreach-call)	correct	2.13095465	2.164529236004455	26.492928		TIMEOUT	error	60.476619773	61.02667943299457	347.848704	cputime
pthread-wmm/mix024_power.oepc_pso.oepc_rmo.oepc_tso.oepc_tso.opt.yml	false	false(unreach-call)	correct	26.204012166	26.218444454003475	26.398720		ABORTED	error	0.100363705	0.23442506699939258	32.034816	
pthread-wmm/mix015.oepc.yml	false	false(unreach-call)	correct	26.404266773	26.414261458005058	26.505216		ABORTED	error	0.099036647	0.2331692620064132	32.030720	
pthread-wmm/mix000.opt.yml	false	false(unreach-call)	correct	2.162677467	2.170630665990757	26.492928		TIMEOUT	error	60.989453433	61.02470022000489	236.232704	cputime
pthread-wmm/mix022_tso.yml	false	false(unreach-call)	correct	0.899072982	0.9345714429946383	26.472448		TIMEOUT	error	60.938576026	61.034541945991805	369.819648	cputime
pthread-wmm/rfi007_tso.yml	false	false(unreach-call)	correct	0.898296928	0.9238887289975537	26.554368		TIMEOUT	error	61.014985978	61.02456995900138	228.093952	cputime
pthread-wmm/mix000.oepc.yml	false	false(unreach-call)	correct	0.198729376	0.20663647599576507	26.488832		TIMEOUT	error	61.011726247	61.02736911299871	229.453824	cputime
pthread-wmm/rfi008.oepc.yml	false	false(unreach-call)	correct	0.194560267	0.20054743099899497	26.525696		TIMEOUT	error	61.0243562	61.034066392996465	364.650496	cputime
pthread-wmm/rfi005.yml	false	false(unreach-call)	correct	0.084674351	0.09210546500980854	26.640384		TIMEOUT	error	61.020348079	61.0291374540102	247.971840	cputime
pthread-wmm/rfi000_power.oepc_pso.oepc_rmo.oepc.yml	false	false(unreach-call)	correct	0.261137491	0.265995075009414	26.644480		TIMEOUT	error	60.806792544	61.022182161003	251.842560	cputime
pthread-wmm/rfi002_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	true	true	correct	7.095353786	7.104762522998499	26.755072		TIMEOUT	error	61.081293981	61.08645633100241	352.776192	cputime
pthread-wmm/safe003_power.oepc_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	false	false(unreach-call)	correct	13.476074442	13.499174707001657	26.750976		TIMEOUT	error	60.440808773	61.03065946701099	365.510656	cputime
goblint-regression/13-privatized_37-traces-ex-4_true.yml	true	true	correct	0.068937937	0.07636856600583997	25.964544		TIMEOUT	error	61.009202113	61.012412156007485	97.570816	cputime
goblint-regression/13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	true	true	correct	0.070868689	0.07909575999656226	26.083328		TIMEOUT	error	60.928691069	61.01428037798905	97.509376	cputime
goblint-regression/13-privatized_33-traces-v-matters_true.yml	true	true	correct	0.063949304	0.06896745300036855	26.087424		TIMEOUT	error	60.727605545	61.01400881698646	71.036928	cputime
goblint-regression/36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	false	false(unreach-call)	correct	0.065254642	0.07076065499859396	26.091520		TIMEOUT	error	61.009277372	61.020646958000725	101.318656	cputime
goblint-regression/36-apron_21-traces-cluster-based_true.yml	true	true	correct	0.06864775	0.077650706996792	26.103808		TIMEOUT	error	60.892419363	61.0221540969942	175.017984	cputime
goblint-regression/36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	true	true	correct	0.065132762	0.07654212199850008	26.120192		TIMEOUT	error	61.005976396	61.01408582399017	76.263424	cputime
pthread-lit/qw2004-2b.yml	false	false(unreach-call)	correct	0.075913384	0.0826942089915974	26.062848		TIMEOUT	error	60.597439792	61.03192638800829	297.779200	cputime
pthread-wmm/safe010_tso.yml	true	true	correct	0.231928585	0.25046872900566086	26.087424		TIMEOUT	error	61.006845711	61.03044776299794	296.243200	cputime
pthread-wmm/safe022_tso.yml	true	true	correct	0.236418076	0.2581663729943102	26.234880		TIMEOUT	error	60.570407177	61.02740665699821	298.713088	cputime
pthread-wmm/safe036.yml	true	true	correct	0.874892021	0.9058098609966692	26.095616		TIMEOUT	error	60.431956805	61.033839468000224	308.862976	cputime
pthread-wmm/safe017_tso.yml	true	true	correct	49.200664957	49.21429428200645	26.087424		ABORTED	error	0.085050183	0.21775749100197572	31.059968	
pthread-wmm/safe001_tso.yml	true	TIMEOUT	error	60.993294263	61.00948499899823	26.083328	cputime	ABORTED	error	0.084080321	0.2169370009942213	31.084544	
pthread-wmm/safe008_tso.yml	true	TIMEOUT	error	60.992351172	61.01705387700349	26.083328	cputime	ABORTED	error	0.082638874	0.21697243400558364	31.088640	
pthread-wmm/safe020_pso.oepc_pso.opt_tso.oepc_tso.opt.yml	true	TIMEOUT	error	60.997482602	61.008353001991054	26.185728	cputime	ABORTED	error	0.082429298	0.2196082650043536	31.084544	
pthread-wmm/safe012_tso.yml	true	TIMEOUT	error	60.959785991	61.01657904101012	26.083328	cputime	ABORTED	error	0.081087627	0.21647018200019374	31.051776	
pthread-wmm/safe024_tso.yml	true	TIMEOUT	error	60.968879345	61.01353833900066	26.083328	cputime	ABORTED	error	0.084561009	0.21831349600688554	31.064064	
pthread-wmm/mix034_pso.opt_tso.opt.yml	false	false(unreach-call)	correct	1.453755326	1.4589280140062328	26.357760		TIMEOUT	error	61.027035255	61.03430002499954	340.578304	cputime
pthread-wmm/safe029_power.opt_pso.opt_rmo.opt.yml	false	false(unreach-call)	correct	0.32621785	0.34703930698742624	26.411008		TIMEOUT	error	61.023356895	61.03003314200032	335.663104	cputime
pthread-wmm/rfi003_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	false	false(unreach-call)	correct	3.509562831	3.600472977006575	26.415104		TIMEOUT	error	60.458602626	61.03568860300584	334.557184	cputime
pthread-wmm/mix054_power.oepc_power.opt_pso.oepc_rmo.oepc.yml	false	false(unreach-call)	correct	0.124273501	0.12642394000431523	26.472448		TIMEOUT	error	61.023368547	61.03229150699917	339.259392	cputime
pthread-wmm/mix031.opt.yml	false	false(unreach-call)	correct	8.064177432	8.070963959005894	26.349568		TIMEOUT	error	61.018241834	61.026468490003026	213.491712	cputime
pthread-wmm/safe022_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	false	false(unreach-call)	correct	0.121098883	0.1312681679992238	26.333184		TIMEOUT	error	60.418838609	61.03654284498771	338.976768	cputime
pthread-wmm/rfi007_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	false	false(unreach-call)	correct	0.160280554	0.17132369299361017	26.382336		TIMEOUT	error	60.896483119	61.03562714300642	339.480576	cputime
pthread-wmm/mix041_power.oepc_pso.oepc_rmo.oepc.yml	false	false(unreach-call)	correct	0.217997779	0.22216517500055488	26.349568		TIMEOUT	error	61.020532435	61.03094693800085	350.720000	cputime
pthread-wmm/rfi001_power.opt_pso.opt_rmo.opt_tso.oepc_tso.opt.yml	false	false(unreach-call)	correct	1.277607002	1.2833638370066183	26.370048		TIMEOUT	error	61.02474067	61.03255241199804	351.424512	cputime
pthread-wmm/mix009.oepc.yml	false	false(unreach-call)	correct	0.169672808	0.17464463600481395	26.447872		TIMEOUT	error	60.607622872	61.03295145800803	352.038912	cputime
pthread-wmm/mix031.oepc.yml	false	false(unreach-call)	correct	0.234007742	0.24133937699662056	26.411008		TIMEOUT	error	61.020914049	61.03323886700673	353.980416	cputime
pthread-wmm/safe017_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	false	false(unreach-call)	correct	3.197444969	3.257726472002105	26.480640		TIMEOUT	error	61.026396375	61.032946802006336	354.381824	cputime
pthread-wmm/safe011_power.oepc_pso.oepc_rmo.oepc_rmo.opt.yml	false	false(unreach-call)	correct	8.782129861	8.792505568999331	26.476544		TIMEOUT	error	60.617421802	61.03713615798915	352.960512	cputime
pthread-wmm/safe026_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	false	false(unreach-call)	correct	3.961725629	3.9677470729948254	26.476544		TIMEOUT	error	61.025857992	61.030192452992196	352.501760	cputime
pthread-wmm/mix052_power.oepc_power.opt_pso.oepc_rmo.oepc.yml	false	false(unreach-call)	correct	10.998402861	11.073432500998024	26.480640		TIMEOUT	error	61.021409754	61.03342535000411	348.319744	cputime
pthread-wmm/mix019_power.oepc_pso.oepc_rmo.oepc.yml	false	false(unreach-call)	correct	24.327435267	24.355920921007055	26.451968		TIMEOUT	error	60.800483183	61.035922486000345	351.735808	cputime
pthread-wmm/mix025_power.oepc_power.opt_pso.oepc_rmo.oepc_tso.oepc_tso.opt.yml	false	false(unreach-call)	correct	24.273566448	24.39007692800078	26.443776		TIMEOUT	error	60.598763199	61.028717879002215	230.039552	cputime
pthread-wmm/mix049_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt_tso.oepc_tso.opt-podwr001_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt_tso.oepc_tso.opt.yml	false	false(unreach-call)	correct	11.137563704	11.170593262999319	26.484736		TIMEOUT	error	61.016471686	61.02494262700202	223.674368	cputime
pthread-wmm/mix016.oepc.yml	false	false(unreach-call)	correct	24.648992497	24.65494029200636	26.447872		TIMEOUT	error	61.00410609	61.026171110002906	233.291776	cputime
pthread-wmm/mix038_power.oepc_pso.oepc_rmo.oepc.yml	false	false(unreach-call)	correct	48.766300955	48.77397278200078	26.480640		TIMEOUT	error	61.028869232	61.03797613600909	357.388288	cputime
pthread-wmm/mix035.oepc.yml	false	false(unreach-call)	correct	49.887559406	49.935664983000606	26.488832		TIMEOUT	error	60.978301129	61.0340681450034	365.903872	cputime
pthread-wmm/mix003.oepc.yml	false	TIMEOUT	error	60.988506083	61.008666601992445	26.525696	cputime	ABORTED	error	0.103502269	0.2410530729976017	32.129024	
pthread-wmm/mix011_power.oepc_pso.oepc_rmo.oepc.yml	false	TIMEOUT	error	60.991572615	61.01085683700512	26.480640	cputime	ABORTED	error	0.101634753	0.23925163599778898	32.030720	
pthread-wmm/mix010.oepc.yml	false	TIMEOUT	error	60.979355736	61.012801429998945	26.476544	cputime	ABORTED	error	0.102300041	0.2463536980067147	32.010240	
pthread-wmm/rfi008.opt.yml	false	false(unreach-call)	correct	2.183147546	2.217065282005933	26.533888		TIMEOUT	error	61.020780416	61.02635170299618	227.147776	cputime
pthread-wmm/mix009.opt.yml	false	false(unreach-call)	correct	4.462391036	4.469878383009927	26.492928		TIMEOUT	error	60.822059195	61.03517653400195	352.821248	cputime
pthread-wmm/rfi000_tso.yml	true	true	correct	2.658770839	2.6671489639993524	26.656768		TIMEOUT	error	61.026281847	61.0372228930064	348.033024	cputime
pthread-wmm/rfi003_tso.yml	true	true	correct	7.018968921	7.030126272002235	26.726400		TIMEOUT	error	60.876605966	61.03008861700073	273.862656	cputime
pthread-wmm/safe004_power.oepc_pso.oepc_rmo.oepc.yml	false	false(unreach-call)	correct	13.30989317	13.317205485000159	26.755072		TIMEOUT	error	61.025347583	61.02970130099857	368.959488	cputime
pthread-wmm/rfi002_tso.yml	true	true	correct	10.293008518	10.341540353008895	26.873856		TIMEOUT	error	61.020185061	61.02598726798897	318.312448	cputime
