tool		GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	Deagle 4.1.0	Deagle 4.1.0	Deagle 4.1.0	Deagle 4.1.0
goblint-regression/13-privatized_19-publish-precision_unknown_1_neg.yml	false	false(unreach-call)	0.072589423	0.07689373899484053	25.698304	false(unreach-call)	0.051672369	0.05378066498087719	25.829376	false(unreach-call)	0.060280981	0.11670112499268726	25.817088	false(unreach-call)	0.213506314	0.2444296949543059	11.055104
goblint-regression/13-privatized_19-publish-precision_unknown_1_pos.yml	false	false(unreach-call)	0.07007966	0.07702987099764869	25.780224	false(unreach-call)	0.054617828	0.08073067496297881	25.825280	false(unreach-call)	0.065894265	0.12051436200272292	25.878528	false(unreach-call)	0.225050577	0.2905696599627845	11.108352
goblint-regression/13-privatized_19-publish-precision_unknown_2_neg.yml	false	false(unreach-call)	0.069739441	0.07510127400746569	25.731072	false(unreach-call)	0.059827781	0.07353619002969936	25.772032	false(unreach-call)	0.059110271	0.1288444860256277	25.743360	false(unreach-call)	0.227329717	0.28566357697127387	11.128832
goblint-regression/13-privatized_19-publish-precision_unknown_2_pos.yml	false	false(unreach-call)	0.071026056	0.0759261500206776	25.698304	false(unreach-call)	0.055571511	0.0698980190209113	25.833472	false(unreach-call)	0.058051508	0.09679532900918275	25.878528	false(unreach-call)	0.213860268	0.2596381450421177	11.137024
goblint-regression/13-privatized_20-publish-regression_true.yml	true	true	0.070352231	0.08056478603975847	25.739264	true	0.058358	0.06880418898072094	25.821184	true	0.059914105	0.08934760699048638	25.825280	true	0.215901724	0.24862880702130497	11.116544
goblint-regression/13-privatized_24-multiple-protecting_true.yml	true	true	0.071112513	0.07674297702033073	25.755648	true	0.081960737	0.0925036040134728	25.866240	true	0.060969764	0.18003236001823097	25.862144	true	0.318497376	0.350634781003464	28.721152
goblint-regression/13-privatized_25-struct_nr_true.yml	true	true	0.073536035	0.0810875580064021	25.694208	true	0.057421802	0.06831425399286672	25.829376	true	0.062755543	0.09599937399616465	25.829376	true	0.205349211	0.233483541989699	11.083776
goblint-regression/13-privatized_27-multiple-protecting2_true.yml	true	true	0.07912274	0.08533260400872678	25.858048	true	0.139579939	0.2195238490239717	25.845760	true	0.076179275	0.13355203601531684	25.964544	true	0.359038597	0.3898770550149493	29.851648
goblint-regression/13-privatized_29-multiple-protecting2-vesal_true.yml	true	true	0.071525131	0.07892506598727778	25.796608	true	0.063248479	0.07248362002428621	25.853952	true	0.057617825	0.1046312769758515	25.825280	true	0.256537297	0.29805836197920144	13.676544
goblint-regression/13-privatized_30-traces-oplus-vs-meet_true.yml	true	true	0.071331608	0.07998173194937408	25.735168	true	0.055900656	0.06650454795453697	25.825280	true	0.058798672	0.10797460499452427	25.821184	true	0.220065919	0.2530507420306094	11.075584
goblint-regression/13-privatized_31-traces-mine-vs-mutex_true.yml	true	true	0.064527239	0.07000518002314493	25.739264	true	0.058800067	0.0729463460156694	25.833472	true	0.064252965	0.15106789296260104	25.829376	true	0.225575849	0.24006657296558842	13.045760
goblint-regression/13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	true	true	0.07711671	0.08347852196311578	25.800704	true	0.05577502	0.07828216004418209	25.825280	true	0.061938531	0.12028910999651998	25.886720	true	0.245686496	0.2763754799962044	14.798848
goblint-regression/13-privatized_33-traces-v-matters_true.yml	true	true	0.070333982	0.0767366029904224	25.735168	true	0.055915375	0.07173403596971184	25.821184	true	0.066337401	0.0950121579808183	25.804800	true	0.218116283	0.23458576202392578	11.067392
goblint-regression/13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	true	true	0.072316389	0.07905374199617654	25.640960	true	0.056034672	0.07378043298376724	25.833472	true	0.059946203	0.12516047694953158	25.780224	true	0.229375776	0.24192071496509016	12.140544
goblint-regression/13-privatized_35-traces-ex-2_true.yml	true	true	0.076120558	0.08134027500636876	25.690112	true	0.052499725	0.08918585500214249	25.821184	true	0.059818422	0.13011309900321066	25.829376	true	0.219385383	0.31784885202068835	10.977280
goblint-regression/13-privatized_36-traces-ex-3_true.yml	true	true	0.065701981	0.07103565498255193	25.690112	true	0.054849023	0.07054011902073398	25.735168	true	0.057493869	0.1034713180270046	25.767936	true	0.193341922	0.22565815597772598	11.177984
goblint-regression/13-privatized_37-traces-ex-4_true.yml	true	true	0.069376686	0.07361897599184886	25.698304	true	0.056540279	0.18273147899890319	25.825280	true	0.056227693	0.10965241002850235	25.800704	true	0.229443681	0.3061735189985484	11.018240
goblint-regression/13-privatized_38-traces-ex-4-switch_true.yml	true	true	0.071461865	0.07674908201443031	25.698304	true	0.05304553	0.06204832100775093	25.772032	true	0.056700831	0.09715303598204628	25.833472	true	0.229853513	0.29034601600142196	11.010048
goblint-regression/13-privatized_40-traces-ex-6_true.yml	true	true	0.069452013	0.07315078098326921	25.698304	true	0.053677559	0.061112708994187415	25.845760	true	0.058203869	0.14472461998229846	25.759744	true	0.213613788	0.31867386400699615	11.137024
goblint-regression/13-privatized_41-traces-ex-7_unknown_1_neg.yml	false	false(unreach-call)	0.068402625	0.07279699901118875	25.690112	false(unreach-call)	0.053190851	0.060762114997487515	25.702400	false(unreach-call)	0.059335053	0.1059994759852998	25.817088	false(unreach-call)	0.213494221	0.3487513510044664	11.063296
goblint-regression/13-privatized_41-traces-ex-7_unknown_1_pos.yml	false	false(unreach-call)	0.07360369	0.07905004796339199	25.694208	false(unreach-call)	0.052914114	0.07244481099769473	25.694208	false(unreach-call)	0.06382138	0.11447365203639492	25.825280	false(unreach-call)	0.208469041	0.36832037998829037	11.051008
goblint-regression/13-privatized_42-traces-ex-mini_true.yml	true	true	0.068098392	0.07739776000380516	25.694208	true	0.055051283	0.09335315698990598	25.845760	true	0.062620262	0.11150574602652341	25.825280	true	0.216075089	0.26078098302241415	11.022336
goblint-regression/13-privatized_44-traces-mine2_true.yml	true	true	0.070192598	0.07369795901468024	25.694208	true	0.065380583	0.08184002200141549	25.825280	true	0.057630293	0.08493955503217876	25.821184	true	0.217938203	0.29805189702892676	11.091968
goblint-regression/13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	true	true	0.071837768	0.07643906102748588	25.636864	true	0.05858462	0.08147926302626729	25.792512	true	0.059964143	0.11431050300598145	25.874432	true	0.216761914	0.2683908720500767	11.001856
goblint-regression/13-privatized_46-refine-protected1_true.yml	true	true	0.070240754	0.07747000898234546	25.694208	true	0.053828164	0.07890669000335038	25.821184	true	0.05510168	0.07806091505335644	25.690112	true	0.206136435	0.30949787399731576	11.001856
goblint-regression/13-privatized_47-refine-protected2_true.yml	true	true	0.069969491	0.08091147895902395	25.690112	true	0.052499784	0.09169937501428649	25.804800	true	0.057898749	0.08703333098674193	25.825280	true	0.211281306	0.30834981001680717	10.981376
goblint-regression/13-privatized_52-refine-protected-loop2-small_true.yml	true	TIMEOUT	60.978578687	61.02037081797607	129.163264	OUT OF MEMORY	31.502705116	31.57886594196316	3999.997952	TIMEOUT	60.775548135	61.03110322804423	113.774592	true	5.233610826	5.272916287998669	28.327936
goblint-regression/13-privatized_57-singlethreaded-unlock_true.yml	true	true	0.071111377	0.08436653600074351	25.620480	true	0.051241163	0.05707410798640922	25.825280	true	0.055623538	0.0783305480144918	25.817088	true	0.195609141	0.2922817770158872	11.005952
goblint-regression/13-privatized_58-singlethreaded-lock_true.yml	true	true	0.073205075	0.07938125502550974	25.694208	true	0.0539116	0.06254616897786036	25.825280	true	0.058522276	0.10724271001527086	25.776128	true	0.212802985	0.3118711339775473	11.046912
goblint-regression/13-privatized_66-mine-W-init_true.yml	true	true	0.071943041	0.07765924400882795	25.559040	true	0.053828363	0.07740318001015112	25.698304	true	0.058614182	0.09884897398296744	25.825280	true	0.194618592	0.3033744469867088	11.059200
goblint-regression/13-privatized_67-pthread_cond_wait_true.yml	false	ERROR (compilation)	0.060473624	0.1411627759807743	25.690112	ERROR (compilation)	0.068657141	0.0782864119973965	25.829376	ERROR (compilation)	0.058801152	0.06737868598429486	25.858048	false(unreach-call)	0.30062659	0.3107635219930671	13.332480
goblint-regression/13-privatized_67-pthread_cond_wait_unknown_1_neg.yml	false	ERROR (compilation)	0.065575749	0.07066987600410357	25.698304	ERROR (compilation)	0.069650387	0.07919288094853982	25.825280	ERROR (compilation)	0.062141956	0.06819085398456082	25.751552	false(unreach-call)	0.298241065	0.31006348598748446	13.225984
goblint-regression/13-privatized_67-pthread_cond_wait_unknown_1_pos.yml	false	ERROR (compilation)	0.066868415	0.07711779297096655	25.731072	ERROR (compilation)	0.069037504	0.07804980897344649	25.829376	ERROR (compilation)	0.063606495	0.06952988001285121	25.788416	false(unreach-call)	0.302595049	0.31285026599653065	13.221888
goblint-regression/13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	true	true	0.080394547	0.09103273699292913	25.792512	true	0.057026328	0.06484417204046622	25.829376	true	0.059095218	0.12067132099764422	25.833472	true	5.441276757	5.47454403602751	32.456704
goblint-regression/13-privatized_69-refine-protected-loop-interval_true.yml	true	true	0.072608792	0.0767129780142568	25.841664	true	0.058941576	0.07344756001839414	25.825280	true	0.066199857	0.10404106101486832	25.821184	true	5.459394062	5.5002293439465575	35.041280
goblint-regression/28-race_reach_01-simple_racing.yml	false	false(unreach-call)	3.633386535	3.6582295009866357	77.135872	OUT OF MEMORY	28.525235056	29.883799187024124	3999.997952	OUT OF MEMORY	45.130004428	45.722855244006496	3999.997952	ERROR	0.117584805	0.12809983699116856	11.231232
goblint-regression/28-race_reach_02-simple_racefree.yml	true	OUT OF MEMORY	24.797892449	24.846529925009236	3999.997952	OUT OF MEMORY	27.692005105	28.346431695041247	3999.997952	OUT OF MEMORY	33.401547175	33.601735643984284	3999.997952	ERROR	0.119712981	0.12456467997981235	11.218944
goblint-regression/28-race_reach_03-munge_racing.yml	false	OUT OF MEMORY	33.217472854	33.260782503988594	3999.997952	OUT OF MEMORY	12.390902567	12.456461146997754	3999.997952	OUT OF MEMORY	11.86865867	11.895699429034721	3999.997952	ERROR	0.116723236	0.12535123398993164	11.329536
goblint-regression/28-race_reach_04-munge_racefree.yml	true	OUT OF MEMORY	32.947500869	32.98677246901207	3999.997952	OUT OF MEMORY	12.106567304	12.168887776031625	3999.997952	OUT OF MEMORY	11.806529019	11.85768342402298	3999.997952	ERROR	0.117219463	0.12577475199941546	11.333632
goblint-regression/28-race_reach_05-lockfuns_racefree.yml	true	OUT OF MEMORY	24.741181478	24.779081247048452	3999.997952	OUT OF MEMORY	27.902341052	29.891208273009397	3999.997952	OUT OF MEMORY	29.644337963	29.78678140498232	3999.997952	ERROR	0.115308694	0.12601030903169885	11.186176
goblint-regression/28-race_reach_06-cond_racing1.yml	false	false(unreach-call)	3.70026722	3.7530540610314347	77.135872	OUT OF MEMORY	28.380403916	28.680945136002265	3999.997952	OUT OF MEMORY	22.560428828	22.590279738011304	3999.997952	ERROR	0.126775133	0.13319756498094648	12.451840
goblint-regression/28-race_reach_07-cond_racing2.yml	false	OUT OF MEMORY	24.739065767	24.765525360999163	3999.997952	OUT OF MEMORY	26.941157607	27.174469118006527	3999.997952	OUT OF MEMORY	22.306171747	22.327102370967623	3999.997952	ERROR	0.123506076	0.13364529196405783	12.365824
goblint-regression/28-race_reach_08-cond_racefree.yml	true	OUT OF MEMORY	24.060087011	24.158133823017124	3999.997952	OUT OF MEMORY	28.005789645	28.383970841998234	3999.997952	OUT OF MEMORY	21.860446341	21.891585554985795	3999.997952	ERROR	0.126317399	0.13135350798256695	12.496896
goblint-regression/28-race_reach_09-ptrmunge_racing.yml	false	OUT OF MEMORY	33.072385814	33.109261458041146	3999.997952	OUT OF MEMORY	12.243374667	12.275568448007107	3999.997952	OUT OF MEMORY	11.650742601	11.684076809033286	3999.997952	ERROR	0.115147681	0.1279360259650275	11.296768
goblint-regression/28-race_reach_10-ptrmunge_racefree.yml	true	OUT OF MEMORY	32.911013666	33.1142249769764	3999.997952	OUT OF MEMORY	11.963470275	12.002177089976612	3999.997952	OUT OF MEMORY	11.625830754	11.643326492980123	3999.997952	ERROR	0.115677738	0.12348004803061485	11.329536
goblint-regression/28-race_reach_11-ptr_racing.yml	false	false(unreach-call)	3.709750803	3.7262107920250855	76.890112	OUT OF MEMORY	26.858695372	28.96827674197266	3999.997952	OUT OF MEMORY	30.20445609	30.299552939948626	3999.997952	ERROR	0.110278103	0.12144041201099753	11.210752
goblint-regression/28-race_reach_12-ptr_racefree.yml	true	OUT OF MEMORY	24.73417532	24.831145988951903	3999.997952	OUT OF MEMORY	27.11017264	27.91726719099097	3999.997952	OUT OF MEMORY	26.124006759	26.251329074031673	3999.997952	ERROR	0.112527078	0.12192524201236665	11.210752
goblint-regression/28-race_reach_19-callback_racing.yml	false	OUT OF MEMORY	26.293350458	26.363394714018796	3999.997952	OUT OF MEMORY	27.674342063	27.805277310020756	3999.997952	OUT OF MEMORY	25.595469	25.64718031900702	3999.997952	ERROR	0.112693438	0.12258935399586335	11.190272
goblint-regression/28-race_reach_20-callback_racefree.yml	true	OUT OF MEMORY	25.54939245	25.58187519101193	3999.997952	OUT OF MEMORY	29.749471054	30.03477599803591	3999.997952	OUT OF MEMORY	26.118427159	26.179314323992003	3999.997952	ERROR	0.108498531	0.11856739001814276	11.264000
goblint-regression/28-race_reach_21-deref_read_racing.yml	false	ERROR (unsupported property: invalid memory access)	3.464401983	3.4891431610449217	56.401920	ERROR (unsupported property: invalid memory access)	3.580797796	4.937122410978191	56.172544	ERROR (unsupported property: invalid memory access)	3.64374231	3.656705380999483	56.283136	ERROR	0.109808178	0.11884478200227022	11.112448
goblint-regression/28-race_reach_22-deref_read_racefree.yml	true	ERROR (unsupported property: invalid memory access)	3.586353952	3.6086428849957883	56.393728	ERROR (unsupported property: invalid memory access)	3.484246302	3.765134588989895	56.254464	ERROR (unsupported property: invalid memory access)	3.613767221	3.6278043730417266	56.320000	ERROR	0.107730126	0.11793316196417436	11.194368
goblint-regression/28-race_reach_23-sound_unlock_racing.yml	false	ERROR (unsupported external)	1.608537007	1.6184096859651618	25.792512	ERROR (unsupported external)	1.717521781	1.729273070988711	25.960448	ERROR (unsupported external)	1.711766129	1.7221222519874573	25.919488	ERROR	0.112603821	0.12493358697975054	11.350016
goblint-regression/28-race_reach_24-sound_lock_racing.yml	false	false(unreach-call)	3.519723659	3.5419238230097108	76.939264	OUT OF MEMORY	27.568946384	27.72793364204699	3999.997952	OUT OF MEMORY	25.322484492	25.397821702004876	3999.997952	ERROR	0.109921265	0.1191770380246453	11.239424
goblint-regression/28-race_reach_27-funptr_racing.yml	false	OUT OF MEMORY	24.173831319	24.311904026020784	3999.997952	OUT OF MEMORY	27.73835947	27.928805295028724	3999.997952	OUT OF MEMORY	22.734253764	22.76856764504919	3999.997952	ERROR	0.104027858	0.11150215700035915	11.759616
goblint-regression/28-race_reach_28-funptr_racefree.yml	true	OUT OF MEMORY	24.402903856	24.488114879000932	3999.997952	OUT OF MEMORY	27.352751085	27.505979587032925	3999.997952	OUT OF MEMORY	22.430322261	22.463859788957052	3999.997952	ERROR	0.105765594	0.1094482239568606	11.747328
goblint-regression/28-race_reach_36-indirect_racefree.yml	true	OUT OF MEMORY	25.378678827	25.45325389294885	3999.997952	OUT OF MEMORY	29.065906306	30.286539898021147	3999.997952	OUT OF MEMORY	38.990991655	39.203542305971496	3999.997952	ERROR	0.112307273	0.11703389801550657	11.210752
goblint-regression/28-race_reach_37-indirect_racing.yml	false	false(unreach-call)	3.630024663	3.657896709977649	76.959744	OUT OF MEMORY	27.975807139	31.123512604972348	3999.997952	OUT OF MEMORY	37.817006817	38.036761011055205	3999.997952	ERROR	0.111652094	0.1209481519763358	11.186176
goblint-regression/28-race_reach_40-trylock_racing.yml	false	ERROR (unsupported external)	1.616179157	1.631606375973206	25.821184	ERROR (unsupported external)	1.624488285	1.6362190809450112	25.972736	ERROR (unsupported external)	1.665928576	1.6857993910089135	25.952256	ERROR	0.113710008	0.1201505729695782	11.309056
goblint-regression/28-race_reach_41-trylock_racefree.yml	true	OUT OF MEMORY	25.429753043	25.464211294951383	3999.997952	OUT OF MEMORY	29.015855797	31.054055886983406	3999.997952	OUT OF MEMORY	43.035996794	43.27762595994864	3999.997952	ERROR	0.115297696	0.12364294601138681	11.284480
goblint-regression/28-race_reach_42-trylock2_racefree.yml	true	TIMEOUT	60.337796429	61.02767806901829	170.643456	OUT OF MEMORY	27.524607808	27.60968326299917	3999.997952	OUT OF MEMORY	25.526812577	25.579614606976975	3999.997952	ERROR	0.112765361	0.12189090601168573	11.333632
goblint-regression/28-race_reach_45-escape_racing.yml	false	false(unreach-call)	0.068997341	0.0743677550344728	25.702400	false(unreach-call)	0.067848009	0.07237498799804598	25.919488	false(unreach-call)	0.072252262	0.07795005902880803	25.825280	false(unreach-call)	0.226039401	0.23761263501364738	11.415552
goblint-regression/28-race_reach_46-escape_racefree.yml	true	true	0.074956364	0.08306046505458653	25.726976	true	0.070786928	0.07425045099807903	25.817088	true	0.068416622	0.07694986701244488	25.829376	true	0.228244728	0.2401721389614977	11.366400
goblint-regression/28-race_reach_51-mutexptr_racefree.yml	true	OUT OF MEMORY	25.17593286	25.27474370301934	3999.997952	OUT OF MEMORY	26.648085212	26.76865582895698	3999.997952	OUT OF MEMORY	24.834203319	24.86475792597048	3999.997952	ERROR	0.11518078	0.12267587101086974	11.292672
goblint-regression/28-race_reach_60-invariant_racefree.yml	true	OUT OF MEMORY	25.237817081	25.270702212990727	3999.997952	OUT OF MEMORY	29.374768015	29.47760789800668	3999.997952	OUT OF MEMORY	26.38398905	26.42786882299697	3999.997952	ERROR	0.112660295	0.12135136098368093	11.194368
goblint-regression/28-race_reach_61-invariant_racing.yml	false	OUT OF MEMORY	25.12658597	25.159176310000475	3999.997952	OUT OF MEMORY	28.502649999	28.58968186599668	3999.997952	OUT OF MEMORY	25.406561685	25.494549449998885	3999.997952	ERROR	0.117198249	0.12477737298468128	11.268096
goblint-regression/28-race_reach_70-funloop_racefree.yml	true	TIMEOUT	60.970108894	61.15222199400887	2335.531008	OUT OF MEMORY	28.920433965	29.194214029004797	3999.997952	OUT OF MEMORY	22.991573956	23.014004401979037	3999.997952	ERROR	0.111090299	0.1236527250148356	12.193792
goblint-regression/28-race_reach_71-funloop_racing.yml	false	TIMEOUT	61.010495009	61.15960451198043	2366.533632	OUT OF MEMORY	29.660911304	29.822149003040977	3999.997952	OUT OF MEMORY	23.334938734	23.36762810597429	3999.997952	ERROR	0.114857705	0.12455597502412274	12.226560
goblint-regression/28-race_reach_72-funloop_hard_racing.yml	false	TIMEOUT	61.060520236	61.17421463603387	2428.121088	OUT OF MEMORY	28.688684849	28.836337320972234	3999.997952	OUT OF MEMORY	23.116584633	23.170819238992408	3999.997952	ERROR	0.113021685	0.12318793102167547	12.255232
goblint-regression/28-race_reach_73-funloop_hard_racefree.yml	true	TIMEOUT	61.14579276	61.18242157698842	2397.302784	OUT OF MEMORY	28.490375942	28.61329647403909	3999.997952	OUT OF MEMORY	23.438531606	23.463725816982333	3999.997952	ERROR	0.116688798	0.13282475899904966	12.120064
goblint-regression/28-race_reach_74-tricky_address1_racefree.yml	true	true	1.622555858	1.6346670020138845	25.956352	true	1.684891789	1.6974218370160088	25.956352	true	1.476125975	1.485533831990324	25.964544	ERROR	0.117880122	0.12470838602166623	12.345344
goblint-regression/28-race_reach_75-tricky_address2_racefree.yml	true	true	1.625766735	1.640762965020258	25.927680	true	1.688627112	1.7025055480189621	25.952256	true	1.48142666	1.4926960869925097	25.956352	ERROR	0.111124249	0.11991582799237221	12.251136
goblint-regression/28-race_reach_76-tricky_address3_racefree.yml	true	true	1.645776898	1.749403270019684	25.956352	true	1.689355044	1.6999950769823045	25.960448	true	1.478009902	1.4855945860035717	25.964544	ERROR	0.112023964	0.12140752701088786	12.218368
goblint-regression/28-race_reach_77-tricky_address4_racing.yml	false	true	1.624257544	1.6354186419630423	25.890816	true	1.691083053	1.698416488012299	25.968640	true	1.477766971	1.4853815719834529	25.956352	ERROR	0.113229601	0.12198052601888776	12.242944
goblint-regression/28-race_reach_78-equ_racing.yml	false	OUT OF MEMORY	25.193570476	25.289519214013126	3999.997952	OUT OF MEMORY	28.477071875	28.797494536964223	3999.997952	OUT OF MEMORY	22.806187665	22.845175231981557	3999.997952	ERROR	0.117450085	0.12726403202395886	12.382208
goblint-regression/28-race_reach_79-equ_racefree.yml	true	OUT OF MEMORY	23.478632067	23.503378690977115	3999.997952	OUT OF MEMORY	27.49946054	27.75786767102545	3999.997952	OUT OF MEMORY	23.501372129	23.69007937499555	3999.997952	ERROR	0.121328384	0.12847825099015608	12.288000
